,byline,dates,datetime,title
17915,"Zuo, Mandy.",18 Oct 2011,2011-10-18,"Farmers' joy over harvest tempered by inflation Grain output set to rise for the eighth year running, but increasing prices and production costs eat into agricultural livelihoods"
17911,"Cheng, Jennifer.",18 Oct 2011,2011-10-18,A hundred statues to remember Sun Yat-sen
17929,,18 Oct 2011,2011-10-18,"Arts scene's growth is a matter of care Give city's talents education and opportunities to perform, not just the bricks and mortar, designer says"
17936,"Perez, Bien.",18 Oct 2011,2011-10-18,Alibaba boost for Taobao Mall Internet giant to invest 1.8 billion yuan in online shopping platform following complaints by thousands of small merchants over hefty rise in service fees
17931,"Chiu, Austin.",18 Oct 2011,2011-10-18,'Adultery' at root of HK$5.5b suit Lawyer saw 'no single reason' to stay with rich husband after discovering he was cheating on her
17906,,18 Oct 2011,2011-10-18,Caged shame
17940,Lawrence Chung in Taipei lawrence.chung@scmp.com.,18 Oct 2011,2011-10-18,Ma talks of peace deal in 10 years Taiwan's president says his government is 'cautiously considering' a pact with Beijing
17941,"Ng, Joyce; Kang-chung, Ng.",18 Oct 2011,2011-10-18,"Relief subsidy to help with removal drive People in unsafe or illegally converted subdivided flats in industrial buildings to get up to HK$6,100"
17942,"Choi, Christy.",18 Oct 2011,2011-10-18,Rubella outbreak halts church services
17914,"Zhuang Pinghui; Sun, Celine.",18 Oct 2011,2011-10-18,Wal-Mart executives quit in pork scandal Departure of retailer's mainland chief and a senior vice-president after meat was mislabelled as organic is seen as a gesture to the authorities
17922,,18 Oct 2011,2011-10-18,Grabbing a slice of the action - for a good cause
17917,Lawrence Chung in Taipei lawrence.chung@scmp.com.,18 Oct 2011,2011-10-18,Soong bid to play spoiler may also bolster his party Presidential run would threaten Ma's re-election and give his PFP a chance to be third force in legislature
17948,Toh Han Shih hanshih.toh@scmp.com.,18 Oct 2011,2011-10-18,Sinohydro warns it is vulnerable to risk overseas World's No1 dam builder will raise 13.5 billion yuan in Shanghai share sale - but some projects may be costly
17924,,18 Oct 2011,2011-10-18,"Without big reforms, China risks middle income trap History says that economic growth rates could collapse long before the population attains rich-country levels of wealth, economists warn"
17928,"Lo, Wei.",18 Oct 2011,2011-10-18,"Phone buyers warned on warranties As complaints about repair and maintenance services rise, consumers are advised to look closely at contracts when buying cellphones"
17916,"Yu, Verna.",18 Oct 2011,2011-10-18,"Hit-and-run child not expected tolive, says hospital Four days after being left for dead, there is a '99 per cent' chance the girl will die of brain injuries"
17927,"Perez, Bien.",18 Oct 2011,2011-10-18,Philips keeps options open over TV venture
17944,"Lee, Ada.",18 Oct 2011,2011-10-18,Cathay flight attendants seek a second pay rise Union says airline's outlook is 'optimistic' and an eight per cent increase would be 'reasonable'
17945,,18 Oct 2011,2011-10-18,Table of contents
17946,,18 Oct 2011,2011-10-18,"Tails, you lose"
17925,,18 Oct 2011,2011-10-18,Kowloon East on Harbour Commission's agenda
17947,"Lee, Ada; Ngo, Jennifer.",18 Oct 2011,2011-10-18,"Activists' next move crucial, say analysts Anti-capitalist protesters have set up camp at the HSBC headquarters, but it remains to be seen if they can rally people to their cause"
17949,"Yu, Sophie.",18 Oct 2011,2011-10-18,"Coface lowers risk outlook of Greece, Cyprus Plans for bank rescue raise hopes but euro-zone countries still face weak growth, insurer says"
17950,Jane Cai in Beijing xuejun.cai@scmp.com.,18 Oct 2011,2011-10-18,"Foreign reserve growth set to slow Holdings record lowest quarterly gain in a decade, with trade surplus predicted to narrow, undercutting claims China manipulates the yuan, economists say"
17951,"Man, Joyce.",18 Oct 2011,2011-10-18,Man who poisoned toddler gets jail term
17952,"So, Charlotte.",18 Oct 2011,2011-10-18,Yuan gold trading debuts in HKGolden days ahead for yuan bullion market World's first offshore Chinese currency bullion market gets off to a bright start
17932,,18 Oct 2011,2011-10-18,Companies go it alone Mainland firms lack trust in professionals
17953,"Cheung, Gary; Lau, Stuart.",18 Oct 2011,2011-10-18,"Tang may put Beijing in a spot Mainland officials could face pressure if they ignore public opinion and back the former chief secretary for the city's top job, analyst says"
17954,,18 Oct 2011,2011-10-18,Warning over sky-high interest rates for dual currency credit cards
17957,"Leung, Paggie.",18 Oct 2011,2011-10-18,Nam Cheong tender draws 4 bids Big players display confidence in the market at multibillion-dollar West Kowloon station development
17926,"Ng, Eric.",18 Oct 2011,2011-10-18,China's US$21b fossil fuel subsidy Global energy report highlights the monetary incentives offered around the world that support the use of polluting resources
17939,"Simpson, Cheung.",18 Oct 2011,2011-10-18,Judge slams stowaway accused Court finds both defendants in people-smuggling case were dishonest - but convicts only one
17938,,18 Oct 2011,2011-10-18,"In bank crisis, caution better than cure Solution to credit crunch lies not in bailouts but in the hands of depositors who must demand safer lending"
17955,Tanna Chong tanna.chong@scmp.com.,18 Oct 2011,2011-10-18,"Curbs on media in new Legco revealed Largest of four security zones in the building has most restrictions on the press, document shows"
17907,Tanna Chong tanna.chong@scmp.com.,18 Oct 2011,2011-10-18,Paternity leave looms for civil servants
17933,,18 Oct 2011,2011-10-18,Imagination set free in the City of Dreams
17934,,18 Oct 2011,2011-10-18,Court grants access to private eye's documents
17956,,18 Oct 2011,2011-10-18,HK$6.3m thoroughbred gets crowd and engines roaring at Happy Valley high-powered launch
17935,,18 Oct 2011,2011-10-18,Henry's popularity dip puts Beijing in a spot
17958,"Yu, Verna; Lau, Stuart; Kang-chung, Ng.",18 Oct 2011,2011-10-18,Rita Fan refuses to apologise over June 4 comments
17937,,18 Oct 2011,2011-10-18,ICAC charges against NZ firm and its HK sister
18007,"Tanna Chong; So, Peter.",19 Oct 2011,2011-10-19,Bad polls a whip to spur me on: Tang Chief executive hopeful says he will be inspired to do better by the fact that his position as front runner has fallen since he confessed to infidelity
18009,,19 Oct 2011,2011-10-19,"Taiwan proposes liaison offices in Beijing, Taipei"
18006,,19 Oct 2011,2011-10-19,ANHUI: Pomegranate prices plunge
17977,"Tomlinson, Peta.",19 Oct 2011,2011-10-19,Designing the space for taking your work home An inspired work area for the home can be created by investing a just a little of bit of imagination and not all that much money
18004,"Li, Raymond.",19 Oct 2011,2011-10-19,Charities bear the brunt of scandals Foundation strugglingto reach target of 300m yuan after shady deals lead to public distrust
18003,Lawrence Chung in Taipei lawrence.chung@scmp.com.,19 Oct 2011,2011-10-19,"Taiwan opens door to more mainland ties Chairwoman of island's Mainland Affairs Council proposes liaison offices in Beijing and Taipei, day after Ma Ying-jeou said he would mull peace deal"
18002,Reuters in Sydney.,19 Oct 2011,2011-10-19,"AXA and Sumitomo set new-fund target figure Companies look to raise 15b yen, with Tokyo office prices predicted to be near their bottom"
17959,,19 Oct 2011,2011-10-19,Phil tries big sound with Watts at the keys
18001,"Torode, Greg; Chong, Dennis.",19 Oct 2011,2011-10-19,Lai hits back over donations furoreJimmy Lai fights back over donations controversy
17963,"Rovnick, Naomi; Yu, Sophie.",19 Oct 2011,2011-10-19,Scandal-hit China Zhongwang to build new plants Liaoning-based company aiming to produce 3 million tonnes of flat-rolled aluminium a year
18008,,19 Oct 2011,2011-10-19,US wholesale prices up sharply in September
18011,,19 Oct 2011,2011-10-19,Space mission
17962,Agence France-Presse in Shanghai.,19 Oct 2011,2011-10-19,Hard times for developers amidcredit squeeze Beijing's moves to cool the sector are hurting sales and threatening to send debt-laden firms to the wall
18010,"Lee, Amanda.",19 Oct 2011,2011-10-19,"Stocks dive on China, E.U. fears Hang Seng Index sees fifth-largest sell-off as regional markets are routed by Germany's warning on debt crisis solution, and mainland's slowing economy"
18030,,19 Oct 2011,2011-10-19,Press get chance to ask Cardinal Zen about gifts
18029,Reuters in Toronto.,19 Oct 2011,2011-10-19,Canadian existing home sales up by 2.7pc
18028,"Ip, Chris.",19 Oct 2011,2011-10-19,"Ex-wife in HK$2m holiday claim Bills keep piling up as divorcee says she wants to keep up her jaunts to the Maldives and Seychelles, part of her HK$5.5b suit against former husband"
18027,"Sito, Peggy.",19 Oct 2011,2011-10-19,Budget push into mainland market Bangkok-based Red Planet Hotel is raising money to take on the major players in China's growing limited-service accommodation sector
18026,"Ng, Joyce.",19 Oct 2011,2011-10-19,Officials seek increase in Kai Tak commercial land
18025,,19 Oct 2011,2011-10-19,Table of contents
18024,Daniel Ren in Shanghai ren.wei@scmp.com.,19 Oct 2011,2011-10-19,Sinohydro ends up 17pc in frenzied IPO Shanghai exchange halts trading in dam builder's stock for half an hour after surge of speculative interest drives its share price up more than 30pc
18012,"Leung, Paggie.",19 Oct 2011,2011-10-19,"Sales rise after housing policy announcement The chief executive's policy address gives clarity to the market, boosting sales last week"
18023,Agence France-Presse in London.,19 Oct 2011,2011-10-19,Beating the rental blues in Britain A growing number of people are living cheaply as 'guardians' of office blocks and even churches
18021,"Leung, Paggie.",19 Oct 2011,2011-10-19,Warning of correction as property prices stall
18020,"Nip, Amy.",19 Oct 2011,2011-10-19,Ban on free milk formula samples for newborns A new code of practice backed by manufacturers will apply to babies up to the age of six months
18019,"Li, Sandy; Sito, Peggy.",19 Oct 2011,2011-10-19,New World stocks tumble on discount rights issue
18018,Bloomberg in Tokyo.,19 Oct 2011,2011-10-19,Bankruptcies tipped to rise Companies could face difficulties as banks turn away from refinancing deals to cut their costs
18017,,19 Oct 2011,2011-10-19,Media improvement measures at new Legco
18016,Bloomberg in London.,19 Oct 2011,2011-10-19,September slowdown in Britain
18013,"Franchineau, Helene.",19 Oct 2011,2011-10-19,Rich splash the cash despite boom or bust
18015,Jane Cai in Beijing xuejun.cai@scmp.com.,19 Oct 2011,2011-10-19,No major panic as growth slows Stock markets plunge but analysts insist mainland economy is holding up well given global outlook
18022,,19 Oct 2011,2011-10-19,Today Interim: China Investment and Finance Group
18000,"Lo, Clifford; Mok, Danny.",19 Oct 2011,2011-10-19,"Israeli held over airport breach Investigation under way after 'emotional' man breaks into restricted area and injures five airport workers, halting shuttle express for four hours"
17960,"Tze-wei, Ng.",19 Oct 2011,2011-10-19,Tibetan nun burns to death First woman in Sichuan province to make ultimate sacrifice against Chinese rule died calling for religious freedom
17997,Richard Warren in London property.post@scmp.com.,19 Oct 2011,2011-10-19,Demand spurs shift away from HK
17971,,19 Oct 2011,2011-10-19,Legco being treated like marketplace
17970,,19 Oct 2011,2011-10-19,Bright Solution Consulting
17998,"Chiu, Austin.",19 Oct 2011,2011-10-19,"Filipino couple take their residency fight to court The couple, who have lived here for decades, previously accepted an offer of unconditional stay"
17999,,19 Oct 2011,2011-10-19,Hong Kong shop sales drop 5.3pc in September
17996,"Chan, May.",19 Oct 2011,2011-10-19,"Company chiefs accused of bribery, laundering Graft-busters say HK$73 million and two NZ properties offered as rewards for takeover deal"
17966,,19 Oct 2011,2011-10-19,Kowloon East ticks all the right boxes
17969,,19 Oct 2011,2011-10-19,"In the can-kicking Olympics, China could compete for gold Stimulus efforts in the face of a slowdown now will simply prolongand exacerbate an imbalance that many watchers warn is unsustainable"
17972,,19 Oct 2011,2011-10-19,Hold the vitamins! Try a walk instead HOW WE SEE IT
17975,"Lam, Anita.",19 Oct 2011,2011-10-19,"Tuen Mun residents face long wait for bridge link Commuters will not get a new road tied to the Zhuhai-Macau project until 2017, official says"
17961,"Perez, Bien.",19 Oct 2011,2011-10-19,S&P keeps HKT credit watch despite spin-off
18014,Tanna Chong tanna.chong@scmp.com.,19 Oct 2011,2011-10-19,"Revolt looms over competition law Pan-democrat says camp will review their support for proposed anti-monopoly legislation, after government makes concessions to business lobby"
17968,,19 Oct 2011,2011-10-19,A badly injured child was left for dead in traffic in Guangdong
17979,"Perez, Bien.",19 Oct 2011,2011-10-19,Oracle set to push hardware Business software giant aiming to boost sales of 'engineered systems'line in Asian markets
17967,,19 Oct 2011,2011-10-19,Independent air to elections welcome
17973,,19 Oct 2011,2011-10-19,Historical value
17982,"Jiao, Priscilla.",19 Oct 2011,2011-10-19,Single happiness A growing ease of access to financial independence has helped to free an elite group of mainland women from the obligation of having to find a suitable husband
